reviewed_group_id,assigned_split,group_size,source_image,canonical_image,canonical_label,person_boxes,helmet_boxes,safety_vest_boxes,is_negative,dhash,image_transfer,label_transfer
reviewed_group_0001,train,100,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1020.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1020.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1020.txt,1,1,1,False,99c99c9e4d4c4d26,hardlink,hardlink
reviewed_group_0001,train,100,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1021.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1021.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1021.txt,1,1,1,False,6cc7c62626072426,hardlink,hardlink
reviewed_group_0001,train,100,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1022.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1022.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1022.txt,1,1,1,False,6cc7962626072426,hardlink,hardlink
reviewed_group_0001,train,100,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1024.jpeg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1024.jpeg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1024.txt,2,7,7,False,002d393aaf3b6100,hardlink,hardlink
reviewed_group_0001,train,100,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1025.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1025.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1025.txt,1,1,1,False,010313129a8f0e0e,hardlink,hardlink
reviewed_group_0001,train,100,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1026.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1026.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1026.txt,1,1,1,False,4cc7c60fad8796d1,hardlink,hardlink
reviewed_group_0001,train,100,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1027.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1027.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1027.txt,1,1,1,False,4cc7c60fa5868a91,hardlink,hardlink
reviewed_group_0001,train,100,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1028.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1028.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1028.txt,1,1,1,False,6ccfc6068f4edbc9,hardlink,hardlink
reviewed_group_0001,train,100,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1029.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1029.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1029.txt,1,1,1,False,6cc7c60686664f4c,hardlink,hardlink
reviewed_group_0001,train,100,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1030.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1030.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1030.txt,1,1,1,False,66c7c30e86276d64,hardlink,hardlink
reviewed_group_0001,train,100,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1031.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1031.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1031.txt,1,1,1,False,66c7c30e86276d26,hardlink,hardlink
reviewed_group_0001,train,100,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1032.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1032.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1032.txt,1,1,1,False,66c7cb0b860f0426,hardlink,hardlink
reviewed_group_0001,train,100,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1033.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1033.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1033.txt,1,1,1,False,66c7cb0bcf070426,hardlink,hardlink
reviewed_group_0001,train,100,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1034.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1034.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1034.txt,1,1,1,False,66c7cb0bcf071426,hardlink,hardlink
reviewed_group_0001,train,100,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1035.jpeg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1035.jpeg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1035.txt,6,0,6,False,00c1683777cf8d00,hardlink,hardlink
reviewed_group_0001,train,100,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1036.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1036.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1036.txt,3,2,1,False,a4c969ad2f7e9e94,hardlink,hardlink
reviewed_group_0001,train,100,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1038.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1038.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1038.txt,1,1,1,False,01031312928f0e0e,hardlink,hardlink
reviewed_group_0001,train,100,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1039.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1039.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1039.txt,1,1,1,False,0d9b06cf4f468626,hardlink,hardlink
reviewed_group_0001,train,100,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/test/image1023.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/test__image1023.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/test__image1023.txt,1,1,1,False,4cc7c40da78726b3,hardlink,hardlink
reviewed_group_0001,train,100,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/test/image1037.jpeg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/test__image1037.jpeg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/test__image1037.txt,6,5,7,False,009133eecb8b8b00,hardlink,hardlink
reviewed_group_0001,train,100,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image162.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image162.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image162.txt,3,3,3,False,0743435d5c4c2545,hardlink,hardlink
reviewed_group_0001,train,100,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image163.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image163.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image163.txt,1,1,1,False,5c273574a6734fce,hardlink,hardlink
reviewed_group_0001,train,100,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image165.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image165.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image165.txt,1,1,1,False,244e0d1f26378d0f,hardlink,hardlink
reviewed_group_0001,train,100,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image166.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image166.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image166.txt,3,3,3,False,4434565797567652,hardlink,hardlink
reviewed_group_0001,train,100,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image170.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image170.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image170.txt,1,1,1,False,2244660627270707,hardlink,hardlink
reviewed_group_0001,train,100,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image172.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image172.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image172.txt,1,1,1,False,071b1b1a8e0f0e1e,hardlink,hardlink
reviewed_group_0001,train,100,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image173.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image173.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image173.txt,1,1,1,False,134ccc2e33332f0f,hardlink,hardlink
reviewed_group_0001,train,100,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image174.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image174.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image174.txt,1,1,1,False,260636068c9e02c3,hardlink,hardlink
reviewed_group_0001,train,100,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image175.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image175.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image175.txt,2,1,1,False,d8971f189b9aadad,hardlink,hardlink
reviewed_group_0001,train,100,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image177.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image177.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image177.txt,4,2,2,False,5c4cd1a92decccc4,hardlink,hardlink
reviewed_group_0001,train,100,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image178.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image178.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image178.txt,4,2,0,False,961bb3d6fdf13466,hardlink,hardlink
reviewed_group_0001,train,100,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image179.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image179.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image179.txt,2,1,1,False,b08d0769e96b6b69,hardlink,hardlink
reviewed_group_0001,train,100,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/val/image164.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/val__image164.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/val__image164.txt,1,1,1,False,0e0d0e0b33078697,hardlink,hardlink
reviewed_group_0001,train,100,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/val/image171.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/val__image171.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/val__image171.txt,1,0,1,False,f3633b1b91f93c79,hardlink,hardlink
reviewed_group_0001,train,100,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/val/image176.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/val__image176.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/val__image176.txt,2,1,1,False,4696b6b296d602a6,hardlink,hardlink
reviewed_group_0001,train,100,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/test/image160.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/test__image160.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/test__image160.txt,1,1,1,False,01031312928b0e0e,hardlink,hardlink
reviewed_group_0001,train,100,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/test/image161.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/test__image161.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/test__image161.txt,1,1,1,False,cdcf8c1733393d8b,hardlink,hardlink
reviewed_group_0001,train,100,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/test/image167.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/test__image167.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/test__image167.txt,4,4,4,False,a2b23a7262645492,hardlink,hardlink
reviewed_group_0001,train,100,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/test/image168.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/test__image168.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/test__image168.txt,1,1,1,False,0e4c8f9b9b9f8f93,hardlink,hardlink
reviewed_group_0001,train,100,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/test/image169.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/test__image169.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/test__image169.txt,1,1,1,False,e6f93beec6733bdb,hardlink,hardlink
reviewed_group_0001,train,100,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image20.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image20.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image20.txt,2,1,1,False,0703131a92070e0e,hardlink,hardlink
reviewed_group_0001,train,100,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image21.jpeg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image21.jpeg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image21.txt,3,4,4,False,009679474d0d4d00,hardlink,hardlink
reviewed_group_0001,train,100,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image22.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image22.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image22.txt,3,3,2,False,00dbdb0a989a5f00,hardlink,hardlink
reviewed_group_0001,train,100,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image24.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image24.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image24.txt,1,1,1,False,05030312920f0e0e,hardlink,hardlink
reviewed_group_0001,train,100,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image25.jpeg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image25.jpeg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image25.txt,5,5,5,False,003f969899c2eb00,hardlink,hardlink
reviewed_group_0001,train,100,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image26.jpeg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image26.jpeg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image26.txt,6,6,7,False,00e64bf4e5e5c800,hardlink,hardlink
reviewed_group_0001,train,100,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image28.jpeg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image28.jpeg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image28.txt,2,2,2,False,00f4c492caced800,hardlink,hardlink
reviewed_group_0001,train,100,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image29.jpeg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image29.jpeg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image29.txt,1,1,1,False,00f1b1f9f06aea00,hardlink,hardlink
reviewed_group_0001,train,100,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image30.jpeg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image30.jpeg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image30.txt,1,1,1,False,00bc5ecfc7f6b800,hardlink,hardlink
reviewed_group_0001,train,100,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image32.jpeg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image32.jpeg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image32.txt,1,1,1,False,00d8d0e6c6ce4c00,hardlink,hardlink
reviewed_group_0001,train,100,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image33.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image33.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image33.txt,1,1,1,False,01030b1a9a0f0e0e,hardlink,hardlink
reviewed_group_0001,train,100,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image34.jpeg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image34.jpeg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image34.txt,2,2,1,False,d0e0e4e4e0e0e4e4,hardlink,hardlink
reviewed_group_0001,train,100,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image36.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image36.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image36.txt,1,1,1,False,05031b1a8a07061e,hardlink,hardlink
reviewed_group_0001,train,100,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image37.jpeg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image37.jpeg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image37.txt,2,2,0,False,003460e07272e600,hardlink,hardlink
reviewed_group_0001,train,100,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image38.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image38.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image38.txt,1,1,1,False,00d8e4c519294c00,hardlink,hardlink
reviewed_group_0001,train,100,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image39.jpeg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image39.jpeg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image39.txt,1,0,1,False,104d4c141113fc00,hardlink,hardlink
reviewed_group_0001,train,100,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/val/image23.jpeg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/val__image23.jpeg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/val__image23.txt,0,1,3,False,83a3a3a3a7a69898,hardlink,hardlink
reviewed_group_0001,train,100,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/val/image27.jpeg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/val__image27.jpeg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/val__image27.txt,1,1,1,False,01402010ccc7f100,hardlink,hardlink
reviewed_group_0001,train,100,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/val/image31.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/val__image31.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/val__image31.txt,1,1,1,False,05030b1a9a0f0e0e,hardlink,hardlink
